;Unnamed: 0;link;story
74;74;http://www.jaaduwul.com/divers/5_temoignage-de-l-effondrement-a-gand-medine-part-1.html;"Vidéo ajoutée le: 25-08-2015 à 04:33 - Dans la catégorie: Accidents La république des
clandestins Immigration Clandestine
ravages seckasysteme Traversée clandestine
d'Africains vers l'Espagne L'immigration clandestine
( harragas ) FRANCE 24 Reporters :
Espagne : le croque-mort
des... Vues: 109 fois     •     Votes: 0 Vues: 135 fois     •     Votes: 0 Vues: 114 fois     •     Votes: 0 Vues: 115 fois     •     Votes: 0 Vues: 111 fois     •     Votes: 0 Vues: 93 fois     •     Votes: 0 Vues: 115 fois     •     Votes: 0 Vues: 187 fois     •     Votes: 0 Vues: 223 fois     •     Votes: 1 Vues: 154 fois     •     Votes: 2 Vues: 207 fois     •     Votes: 0 Vues: 125 fois     •     Votes: 0 Vues: 141 fois     •     Votes: 1 Vues: 187 fois     •     Votes: 1 Vues: 136 fois     •     Votes: 0 Vues: 152 fois     •     Votes: 0 Vues: 165 fois     •     Votes: 1 Vues: 200 fois     •     Votes: 1 Vues: 208 fois     •     Votes: 1 Vues: 131 fois     •     Votes: 0 Vues: 153 fois     •     Votes: 0 Vues: 168 fois     •     Votes: 0 Vues: 136 fois     •     Votes: 0 Vues: 186 fois     •     Votes: 1 Vues: 157 fois     •     Votes: 1 Vues: 125 fois     •     Votes: 0 Vues: 151 fois     •     Votes: 1 Vues: 105 fois     •     Votes: 1 Vues: 238 fois     •     Votes: 0 Vues: 176 fois     •     Votes: 1 Vues: 155 fois     •     Votes: 0 Vues: 152 fois     •     Votes: 0 Vues: 99 fois     •     Votes: 0 Vues: 129 fois     •     Votes: 1 Vues: 1115 fois     •     Votes: 15 [video]Magal Touba 2013:Bilan des accidents Mortels Accidents : [video]Magal Touba 2013:Bilan des accidents Mortels Loubess ci Jaaduwul ... FAITS DIVERS CORRUPTION LE SéNéGAL VOLS AGRESSIONS ACCIDENTS POLITIQUE"
75;75;http://www.jaaduwul.com/divers/5_video-d-jery-2-0-senegal-inondation-la-pluie-a-derkle.html;"Vidéo ajoutée le: 25-08-2015 à 04:33 - Dans la catégorie: Accidents La république des
clandestins Immigration Clandestine
ravages seckasysteme Traversée clandestine
d'Africains vers l'Espagne L'immigration clandestine
( harragas ) FRANCE 24 Reporters :
Espagne : le croque-mort
des... Vues: 109 fois     •     Votes: 0 Vues: 135 fois     •     Votes: 0 Vues: 114 fois     •     Votes: 0 Vues: 115 fois     •     Votes: 0 Vues: 111 fois     •     Votes: 0 Vues: 93 fois     •     Votes: 0 Vues: 115 fois     •     Votes: 0 Vues: 187 fois     •     Votes: 0 Vues: 223 fois     •     Votes: 1 Vues: 154 fois     •     Votes: 2 Vues: 207 fois     •     Votes: 0 Vues: 125 fois     •     Votes: 0 Vues: 141 fois     •     Votes: 1 Vues: 187 fois     •     Votes: 1 Vues: 136 fois     •     Votes: 0 Vues: 152 fois     •     Votes: 0 Vues: 165 fois     •     Votes: 1 Vues: 200 fois     •     Votes: 1 Vues: 208 fois     •     Votes: 1 Vues: 131 fois     •     Votes: 0 Vues: 153 fois     •     Votes: 0 Vues: 168 fois     •     Votes: 0 Vues: 136 fois     •     Votes: 0 Vues: 186 fois     •     Votes: 1 Vues: 157 fois     •     Votes: 1 Vues: 125 fois     •     Votes: 0 Vues: 151 fois     •     Votes: 1 Vues: 105 fois     •     Votes: 1 Vues: 238 fois     •     Votes: 0 Vues: 176 fois     •     Votes: 1 Vues: 155 fois     •     Votes: 0 Vues: 152 fois     •     Votes: 0 Vues: 99 fois     •     Votes: 0 Vues: 129 fois     •     Votes: 1 Vues: 1115 fois     •     Votes: 15 [video]Magal Touba 2013:Bilan des accidents Mortels Accidents : [video]Magal Touba 2013:Bilan des accidents Mortels Loubess ci Jaaduwul ... FAITS DIVERS CORRUPTION LE SéNéGAL VOLS AGRESSIONS ACCIDENTS POLITIQUE"
76;76;http://www.jaaduwul.com/divers/6_rfi-reportage-sur-le-rapport-sur-les-inondations-au-senegal.html;Agression de Mariétou Gueye à Rufisque/ Riofresco.com Vidéo ajoutée le: 25/08/2015 à 04:33 - Dans la catégorie: Agressions Agression de Mariétou Gueye à Rufisque/ Riofresco.com Agression de Mariétou Gueye à Rufisque/ Riofresco.com Agressions ...
77;77;http://www.jaaduwul.com/divers/7_effondrement-d-un-immeuble-a-ouakam.html;a l'honneur de ceux qui ont trouvé la mort en voulant essayé d'atteindre l'autre rive de ceux qui ont perdu l'espoir ... Vidéo ajoutée le: 25/08/2015 à 04:33 - Dans la catégorie: Faits Divers L'immigration clandestine ( harragas ) L'immigration clandestine ( harragas ) Faits Divers ...
78;78;http://www.jaaduwul.com/divers/9_inondations-saint-louis-senegal.html;www.rfi.fr - Le rapport du gouvernement du Sénégal sur l'évaluation des inondations financé par la Banque mondiale a été présentée le 23 fevrier a Dakar. Reportage de la correspondante de RFI au Senegal avec un interview de Denis Jordy, cahrge de programme au bureau de la Banque mondiale à Dakar. Notez que les photos ont été prises le 16 septembre par une equipe de la Banque mondiale qui a visite les sites inondées. Vidéo ajoutée le: 25/08/2015 à 04:33 - Dans la catégorie: Faits Divers RFI - Reportage sur le rapport sur les inondations au Senegal RFI - Reportage sur le rapport sur les inondations au Senegal Faits Divers ...
79;79;http://www.jaaduwul.com/divers/9_temoignage-de-l-effondrement-a-gand-medine-part-2.html;www.rfi.fr - Le rapport du gouvernement du Sénégal sur l'évaluation des inondations financé par la Banque mondiale a été présentée le 23 fevrier a Dakar. Reportage de la correspondante de RFI au Senegal avec un interview de Denis Jordy, cahrge de programme au bureau de la Banque mondiale à Dakar. Notez que les photos ont été prises le 16 septembre par une equipe de la Banque mondiale qui a visite les sites inondées. Vidéo ajoutée le: 25/08/2015 à 04:33 - Dans la catégorie: Faits Divers RFI - Reportage sur le rapport sur les inondations au Senegal RFI - Reportage sur le rapport sur les inondations au Senegal Faits Divers ...
80;80;http://www.km.undp.org/content/comoros/fr/home/presscenter/articles/2015/07/03/l-agriculture-comorienne-un-secteur-particuli-rement-expos-aux-changements-climatiques.html;"Le PNUD est présent dans quelque 170 pays et territoires.
Pour en savoir plus notre travail sur le terrain: Visitez le site internet global du PNUD. 

 Dès son démarrage en juillet 2014, le projet Renforcement des capacités d'adaptation et de résilience du secteur agricole face au changement climatique en Union des Comores (CRCCA) a privilégié la réflexion collective, les échanges de points de vue et la confrontation d’idées. Les toutes premières actions de l’équipe ont été  les réunions d’information et de sensibilisation des communautés sur les questions liées aux changements climatiques. Ces réunions publiques ont été une grande opportunité pour rappeler la nécessité et l’urgence de mieux se préparer pour s’adapter à l’inévitable. Une démarche pour favoriser la prise de conscience des communautés et obtenir des résultats indéniables. Les producteurs ont manifesté un grand intérêt et une disponibilité à accompagner l’esprit du projet. Ils se sont dits conscients du fait que leurs activités étaient bien dépendantes des conditions naturelles. Ces hommes et femmes travaillant la terre ont perçu les changements intervenus en termes de diminution de la pluviométrie, d’élévation de la température et de persistance de la saison sèche. Ils subissent déjà les effets et se disent donc victimes des changements climatiques. Leurs témoignages ont concordé et ont fait état d’une augmentation constante de la chaleur, résultante d’un ensoleillement excessif et d’une prolongation de la saison sèche. La diminution de la pluie et le décalage de la saison de semis sont aussi cités comme des faits nouveaux, fréquemment observés ces dernières années, bien qu’il soit difficile de pouvoir évaluer les changements intervenus sur le régime des pluies et de l’ensoleillement en l’absence de données météorologiques fiables. La mise en place des cultures n’obéit plus à un calendrier cultural précis, les pluies sont souvent rares ou arrivent au moment où elles ne sont plus optimales pour les activités agricoles et les pertes subies par l’insuffisance des pluies sont préoccupantes et sources de découragement pour les producteurs. Stratégies d’adaptation Les effets de ces réunions de sensibilisation se ressentent dans les attentes exprimées. Il y a quelques années par exemple, la priorité à Mwali était dépendante des habitudes alimentaires et portait principalement sur la culture du riz de bas fond et de montagne, en association avec le maïs, la banane et le manioc. Aujourd’hui, le choix des cultures est dicté par le climat et porte sur des cultures jugées plus tolérantes à une faible pluviométrie (banane et tubercules). Le choix des semences est ainsi l’une des attentes exprimées par les producteurs ; c’est aussi l’adaptation qui a été privilégiée dans cette conjoncture. L’adaptation n’est pas une nouvelle « discipline », proposant un savoir nouveau, mais plutôt une attitude et une approche différente et particulière de la réalité. Les impacts du changement climatique sur les productions agricoles résulteront à la fois de la modification des facteurs climatiques locaux et de la vulnérabilité des systèmes de production et appellent donc forcement à des stratégies d’adaptation construites en fonction des réalités locales. C’est dans ce contexte que le projet CRCCA, en concertation et collaboration avec ses partenaires individuels et institutionnels, s’est lancé dans la sélection, le suivi comportemental des variétés retenues et la multiplication des semences pour les variétés locales et introduites qui seront reconnues comme tolérantes  aux changements climatiques. Au niveau des Centres ruraux de développement économique (CRDE), les actions ont porté globalement sur la mise en place de 14 variétés de bananiers, dont 11 locales, de 6 variétés de manioc, dont 3 introduites, de 6 variétés de patate douce, dont 5 introduites, de 2 variétés d’ignames, dont une locale, en plus d’une variété locale de taro.  © 2013 Programme des Nations Unies pour le Développement L'agriculture comorienne, un secteur particulièrement exposé aux changements climatiques"
81;81;http://www.km.undp.org/content/comoros/fr/home/presscenter/articles/2015/08/12/r-silience-du-secteur-agricole-aux-changements-climatiques-au-tour-de-mwali.html;"Le PNUD est présent dans quelque 170 pays et territoires.
Pour en savoir plus notre travail sur le terrain: Visitez le site internet global du PNUD. 

CRDE de Mibani, Mwali Après Hamalengo-Dibwani à Ngazidja, c’est au tour de la commune de Djando à Mwali de commencer le chantier de son centre rural de développement économique (CRDE). Le CRDE sera chargé de la mise en œuvre de tout programme de développement rural visant la promotion économique à travers les secteurs productifs et la protection de l’environnement. C’est le projet de Renforcement des capacités d’adaptation et de résilience du secteur agricole aux changements climatiques (CRCCA), que le ministère de la production mène conjointement avec le Programme des Nations Unies pour le développement (PNUD) et le Fonds pour l’environnement mondial (FEM/GEF), qui assure ce chantier. Le CRDE de Mibani a bénéficié d’équipements informatiques et de véhicules afin de favoriser son développement organisationnel et administratif. Des paysans-formateurs ont aussi été identifiés pour jouer un rôle de leaders dans la formation des producteurs agricoles dans le domaine de l’adaptation de l’agriculture comorienne face aux changements climatiques. Le projet a déjà lancé l’aménagement d’une route sur 1,2 kilomètre entre Siri-Zirudani, une localité de Djando, et le CRDE de Mibani. « En aménageant cette route, notre objectif est de rendre accessibles les parcelles agricoles pour que nos producteurs puissent récupérer leur récolte plus facilement », a expliqué la ministre de la production, Siti Kassim. Mibani est l’un des six CRDE que le projet CRCCA appuie, en vue d’atteindre leur opérationnalisation d’ici juillet 2018. Hamalengo-Dibwani et Sidju-Idjikundzi à Ngazidja, Mremani et Pomoni à Ndzuani, et Fomboni à Mwali sont les cinq autres sites retenus. Les CRDE ont pour mission de délivrer des conseils en matière agricole et de développement local, dans une optique de développement durable. Dans chaque site retenu, le gouvernement comorien, à travers la Direction nationale des stratégies agricoles et de l’élevage (DNSAE), le PNUD et le GEF, a affecté du personnel pour conseiller les producteurs agricoles, en particulier sur les techniques de production et les technologies résilientes aux changements climatiques, et fournir des informations techniques et une expertise en matière agro-climatologique et de développement durable en général. Comme ailleurs dans l’archipel des Comores, les effets du changement climatique se font déjà sentir à Mwali. Jadis largement auto-suffisante et même exportatrice, l’île fait aujourd’hui venir de nombreux fruits et légumes de Ngazidja et Ndzuani. Les habitants doivent apprendre à faire face à ces changements climatiques qui ont un impact déterminant sur leurs cultures et leurs productions. L'Etat se doit donc d’adapter son agriculture, afin que la population puisse subvenir à ses besoins, le pays se développer et mieux lutter contre la pauvreté. C’est là l’objectif affiché par le gouvernement et auquel le projet CRCCA contribue.   Au travers des CRDE et des paysans-formateurs, le projet CRCCA va continuer ses activités de formation aux techniques de multiplication, de défense et restauration des sols, de lutte contre les nuisibles, ainsi que ses activités de conseil, d’introduction de variétés améliorées ou de valorisation de variétés locales tolérantes aux effets des changements climatiques. De plus, à Mwali, comme sur les autres îles, le projet accompagnera les CRDE, afin que ceux-ci puissent remplir au mieux les missions qui leur sont attribuées en formant leur personnel, appuyant au développement d’activités de services et renforçant leurs capacités financières, humaines et techniques.   Compte tenu de la forte vulnérabilité du pays aux changements climatiques et ses répercussions sur l’économie et la population, le développement de mesures d’adaptation est une priorité pour le PNUD en Union des Comores. Des actions sont ainsi menées sur tout le territoire national, au profit des hommes et des femmes les plus vulnérables, à travers la gestion durable des ressources et l’introduction et vulgarisation des techniques d’adaptation agricole.   © 2013 Programme des Nations Unies pour le Développement Résilience du secteur agricole aux changements climatiques, au tour de Mwali"
82;82;http://www.km.undp.org/content/comoros/fr/home/presscenter/articles/2015/10/01/ecosyst-mes-vers-une-agriculture-r-siliente-aux-changements-climatiques.html;"Le PNUD est présent dans quelque 170 pays et territoires.
Pour en savoir plus notre travail sur le terrain: Visitez le site internet global du PNUD. 
 Le projet Renforcement des capacités d'adaptation et de résilience du secteur agricole face aux changements climatiques en Union des Comores (CRCCA), financé par le Programme des Nations Unies pour le développement (PNUD), le Fonds pour l’environnement mondial (FEM/GEF) et le gouvernement comorien, privilégie une démarche favorisant la prise de conscience des communautés rurales face aux changements climatiques. Les producteurs et les éleveurs ont manifesté un grand intérêt pour le projet et se sont dits conscients du fait que leurs activités étaient bien dépendantes des conditions naturelles et des évolutions climatiques.   Le projet CRCCA procède à la sélection, au suivi des variétés retenues et la multiplication des semences pour les variétés locales et introduites, tolérantes aux changements climatiques. Aux Comores, il y a en particulier un besoin de semences de manioc, de taro, de patate douce et de bananes productives, résistantes ou tolérantes à la sécheresse et aux maladies.   Depuis le milieu des années 1990, une maladie touche le manioc aux Comores, sous le nom de  mosaïque . Cette maladie virale, transmise par la mouche blanche, se répand très facilement et rapidement d’un plant à un autre, voire d’une parcelle à l’autre.   Pour conduire les agriculteurs à intégrer cette nouvelle donne que constituent les changements climatiques,, des paysans-formateurs ont été sélectionnés. Ils se chargent de mener un processus de « formation par l’exemple ». Dans chaque Centre rural de développement économique (CRDE), ces producteurs-éleveurs vont promouvoir des techniques et technologies jugées résistantes, résilientes et adaptées aux changements climatiques. Leurs actions seront en phase avec les interventions des équipes techniques des CRDE et d’autres acteurs du secteur, à l’image de Seize Ahamada.   Pour sa mise en œuvre, le projet CRCCA collabore ainsi avec ce natif de Shezani-Mbankuu, une personne ressource dans la formation par l’exemple. Ce producteur fait la promotion de l’adaptation aux changements climatiques au niveau de la communauté de producteurs-éleveurs des Comores. Il a développé une pépinière avec la variété « H52 » de manioc, jugée résistante aux maladies et tolérante aux changements climatiques.     Pourtant analphabète, Seize a aujourd’hui les capacités de pousser ses collègues travailleurs de la terre à avoir des comportements responsables vis-à-vis des changements climatiques.  © 2013 Programme des Nations Unies pour le Développement Ecosystèmes : vers une agriculture résiliente aux changements climatiques"
83;83;http://www.lagazette.sn/dakar-lendemain-de-tabaski-de-la-pluie-et-des-tas-de-dechets/;"LaGazette.sn LaGazette.snEnvironnementDakar, lendemain de Tabaski : De la pluie et des tas de déchets septembre 14th, 2016 



(adsbygoogle = window.adsbygoogle || []).push({});
  
Name (required) 
Mail (will not be published) (required) 
Website  


  Votre adresse de messagerie ne sera pas publiée. Les champs obligatoires sont indiqués avec * Commentaire  Nom *  Adresse de messagerie *  Site web   

 Gazette Media Communication Dakar, lendemain de Tabaski : De la pluie et des tas de déchets"
84;84;http://www.leral.net/Convocation-de-Barthelemy-Dias-Cheikh-Bamba-Dieye-denonce-une-justice-climatique_a182826.html;"Convocation de Barthélémy Dias : Cheikh Bamba Dièye dénonce une justice ""climatique"""
85;85;http://www.lesoleil.sn/component/k2/item/54261-meteo-accalmie-pluviometrique-sur-le-nord-et-le-centre-sur-fond-de-canicule.html;"L’Agence nationale de l’aviation civile et de la météorologie (Anacim) annonce une poursuite de l’accalmie pluviométrique constatée actuellement, en particulier sur les régions nord et centre. Cependant, dès la journée de vendredi, les activités pluvio-orageuses pourraient reprendre « sur la plupart des localités sud, est et centre ». L’Anacim estime même que des pluies pourraient toucher Ziguinchor, Cap Skirring et Kédougou, dans la nuit de mercredi à jeudi. Elle prévoit que « le temps chaud sera particulièrement marqué sur l’ensemble du territoire » et indique qu’un pic de 36 à 40°C est prévu dans les localités nord, est et, par endroits, au sud. « Les visibilités resteront globalement bonnes. Les vents seront de secteur ouest à sud-ouest et d’intensité faible à modérée ». Source : APS          La SSPP « Le Soleil » met en garde et interdit formellement aux responsables et gestionnaires de sites d’informations, établis au Sénégal ou ailleurs, de poster les articles publiés sur le portail Internet du « Soleil », à l’adresse www.lesoleil.sn. La SSPP « Le Soleil » ne tolérera aucune entorse à cette interdiction. Seule est permise la publication de liens directs pour rediriger l’internaute vers l’adresse www.lesoleil.sn Les gestionnaires de sites qui le souhaitent peuvent adresser une demande de partenariat avec la SSPP « Le Soleil » qui en définira les modalités et fixera les conditions d’utilisation des articles, photos, logos de son portail Internet. En cas de manquements, la SSPP « Le Soleil » se réserve le droit d’engager immédiatement des poursuites judiciaires envers les contrevenants, pour violation du respect des droits d’auteurs. 
					
			  	Météo : Accalmie pluviométrique sur le nord et le centre sur fond de canicule"
86;86;http://www.meteo-senegal.net;
87;87;http://www.meteo-senegal.net/html/tpsclimat.htm;
88;88;http://www.meteocity.com/senegal/dakar_v99004/;"Afin de pouvoir profiter au maximum des possibiltés de ce site merci d'activer votre javascript. Météo du Mercredi 19 Octobre 2016 Matin Ciel serein 24°C				

  Après-midi Ciel peu nuageux 32°C				

  
Petite Brise                    
12 km/h                
Sud Ouest
Rafales 35 km/h Jeudi 20 

26°C                        /30°C					 Vend. 21 

26°C                        /30°C					 Samedi 22 

25°C                        /31°C					 Dim. 23 

25°C                        /30°C					 Lundi 24 

25°C                        /30°C					 Mardi 25 

25°C                        /29°C					 Mercredi 26 

25°C                        /29°C					 Jeudi 27 

25°C                        /29°C					 Vend. 28 

25°C                        /30°C					 
Actualités 
Actualités 
Insolite 
Actualités Inscrivez-vous pour recevoir la météo de vos villes préférées dans votre boîte mail. Météo Dakar Sénégal Prévisions météo                du mercredi 19 octobre 2016 (St René)"
89;89;http://www.meteocity.com/senegal/saint-louis_v99008/;"Afin de pouvoir profiter au maximum des possibiltés de ce site merci d'activer votre javascript. Météo du Mercredi 19 Octobre 2016 Matin Ciel serein 26°C				

  Après-midi Ciel serein 39°C				

  
Brise Légère                    
11 km/h                
Nord
Rafales 39 km/h Jeudi 20 

24°C                        /34°C					 Vend. 21 

23°C                        /33°C					 Samedi 22 

23°C                        /33°C					 Dim. 23 

24°C                        /31°C					 Lundi 24 

23°C                        /31°C					 Mardi 25 

23°C                        /32°C					 Mercredi 26 

23°C                        /32°C					 Jeudi 27 

23°C                        /32°C					 Vend. 28 

23°C                        /33°C					 
Actualités 
Actualités 
Insolite 
Actualités Inscrivez-vous pour recevoir la météo de vos villes préférées dans votre boîte mail. Météo Saint-Louis Sénégal Prévisions météo                du mercredi 19 octobre 2016 (St René)"
90;90;http://www.meteocity.com:80;"Afin de pouvoir profiter au maximum des possibiltés de ce site merci d'activer votre javascript.                                Lever du soleil : 08h17
Coucher du soleil : 18h52 Temp. min. :
-°C                à 
Temp. max. :
0°C                à  Une vidéo plus qu’originale nous fait découvrir une parisienne très à l’aise sur les toits de Paris. Elle semble heureuse de bondir, glisser, marcher en équilibre sur les bâtiments de notre belle... Bali est une île d’Indonésie en plein cœur de l’océan Indien. Elle... Le Piton de la Fournaise est entré en éruption, le 11 septembre dernier.... La Serbie est un pays assez mal connu géographiquement ... Grâce au widget MeteoCity, ajoutez gratuitement les prévisions météorologiques d’une ville sur votre site en quelques clics! Jeux Les jeux de MétéoCity 
Actualités Mercredi 19 Octobre 2016 
Actualités Mercredi 19 Octobre 2016 
Insolite Mercredi 19 Octobre 2016 Météo en France Bulletin météo vidéo Prévisions météo du  Mercredi 19 Octobre 2016 Videos & Info La météo de vos régions"
91;91;http://www.meteocity.com:80/afrique/;Afin de pouvoir profiter au maximum des possibiltés de ce site merci d'activer votre javascript.                 Indiquez un code postal, une ville, une plage … Grâce au widget MeteoCity, ajoutez gratuitement les prévisions météorologiques d’une ville sur votre site en quelques clics! Inscrivez-vous pour recevoir la météo de vos villes préférées dans votre boîte mail. Météo en Afrique aujourd'hui Le temps des pays en Afrique
92;92;http://www.meteocity.com:80/cote-d-ivoire/man_v95841/;"Afin de pouvoir profiter au maximum des possibiltés de ce site merci d'activer votre javascript. Météo du Mercredi 19 Octobre 2016 Matin Averses de pluie 22°C				

  Après-midi Averses de pluie 30°C				

  
Brise Légère                    
8 km/h                
Sud Sud Ouest
Rafales 35 km/h Jeudi 20 

21°C                        /30°C					 Vend. 21 

22°C                        /31°C					 Samedi 22 

22°C                        /30°C					 Dim. 23 

21°C                        /31°C					 Lundi 24 

22°C                        /31°C					 Mardi 25 

22°C                        /31°C					 Mercredi 26 

22°C                        /31°C					 Jeudi 27 

22°C                        /31°C					 Vend. 28 

22°C                        /31°C					 
Actualités 
Actualités 
Insolite 
Actualités Inscrivez-vous pour recevoir la météo de vos villes préférées dans votre boîte mail. Météo Man Côte d'Ivoire Prévisions météo                du mercredi 19 octobre 2016 (St René)"
93;93;http://www.meteocity.com:80/domtom/saint-louis_v95694/;"Afin de pouvoir profiter au maximum des possibiltés de ce site merci d'activer votre javascript. Météo du Mercredi 19 Octobre 2016 Matin Ciel peu nuageux 24°C				

ressentie 26°C				 Après-midi Ciel peu nuageux 27°C				

ressentie 34°C				 
Petite Brise                    
16 km/h                
Est Sud Est
Rafales 57 km/h Le soleil sera  présent  dans la journée avec  quelques nuages  de haute altitude.  Jeudi 20 

20°C                        /28°C					 Vend. 21 

20°C                        /27°C					 Samedi 22 

20°C                        /27°C					 Dim. 23 

20°C                        /28°C					 Lundi 24 

20°C                        /28°C					 Mardi 25 

21°C                        /27°C					 Mercredi 26 

20°C                        /27°C					 Jeudi 27 

20°C                        /27°C					 Vend. 28 

20°C                        /27°C					 
Actualités 
Actualités 
Insolite 
Actualités Inscrivez-vous pour recevoir la météo de vos villes préférées dans votre boîte mail. Météo Saint-Louis 97450 Prévisions météo                du mercredi 19 octobre 2016 (St René)"
94;94;http://www.meteocity.com:80/magazine/actualites/;
95;95;http://www.meteocity.com:80/magazine/actualites/ce-que-la-baisse-des-impots-va-apporter-a-la-classe-moyenne_3975/;"Afin de pouvoir profiter au maximum des possibiltés de ce site merci d'activer votre javascript. 

par Nathalie Jouet •
Mardi 18 Octobre 2016  •

 La baisse des impôts promise par François Hollande vous fera-t-elle réaliser des économies ? Une note publiée récemment par le ministère des Finances précise les gains issus de cette réduction pour les ménages. François Hollande avait promis une baisse des impôts pour les Français à partir de 2017. Cette promesse a été actée dans le projet de loi de finances pour l’année prochaine. Le ministère des Finances a publié une note dans laquelle il détaille les gains de cette réduction pour les foyers français. Cette mesure devrait représenter une baisse de 20 % de l’impôt sur le revenu dont sont redevables les ménages ayant un revenu fiscal de référence compris entre 10 977 € et 20 500 € pour les personnes seules, et 22 400 € et 41 000 € pour les couples. Selon l’exécutif, près de sept millions de ménages bénéficieront de ce geste fiscal, avec une économie moyenne de 154 €. La note établie par le ministère des Finances montre que ce gain évolue par rapport au revenu fiscal de référence de 82 à 248 €. Cette mesure de baisse des impôts inscrite dans le projet de loi de finances aura un coût de 1,05 milliard d’euros pour 2017 et 2018. Elle devrait jouer en faveur des foyers français, tout en permettant de ne pas réduire le nombre de foyers imposables en France. Vous aimerez aussi : Pourquoi de moins en moins de français payent des impôts ? Ce que la baisse des impôts va apporter à la classe moyenne"
96;96;http://www.meteocity.com:80/magazine/actualites/incroyable-tapis-roulant-de-aeroport-amsterdam_3974/;"Afin de pouvoir profiter au maximum des possibiltés de ce site merci d'activer votre javascript. 

par Nathalie Jouet •
Mardi 18 Octobre 2016  •

 Une scène surréaliste s’est déroulée à l’aéroport d’Amsterdam. Avec son bagage à la main, une voyageuse ne s’est pas rendu compte qu’elle prenait le tapis roulant à contresens. Lorsqu’elle tentait de se diriger vers la porte d’embarquement, une voyageuse s’est retrouvée au point de départ. Cela s’est déroulé le 13 octobre dernier à l’aéroport de Schiphol à Amsterdam. La passagère ne semblait pas savoir qu’elle avait pris le tapis à contresens. Après de longs efforts, elle s’est retrouvée épuisée puis a continué sa marche interminable, après avoir fait quelques pauses. Alors qu’elle marchait depuis plusieurs minutes sans atteindre l’opposé, elle sera contrainte de s’arrêter pour reprendre son souffle, alors que les autres voyageurs la regardent en riant. Cette scène à la fois drôle et surréaliste a fait le buzz auprès des internautes. En effet, la vidéo a été regardée plus de 27 millions de fois et partagée 410 000 fois sur les réseaux sociaux. Cette voyageuse, qui ne devait surement pas être assez réveillée, aura au moins eu le mérite de faire le buzz sur le web grâce à cette vidéo.  L’incroyable tapis roulant de l’aéroport d’Amsterdam"
97;97;http://www.meteocity.com:80/magazine/actualites/quand-ouragan-matthew-ressemblait-tete-mort_3976/;"Afin de pouvoir profiter au maximum des possibiltés de ce site merci d'activer votre javascript. 

par Sybille De-la-rocque •
Mardi 18 Octobre 2016  •

 L’ouragan Matthew a offert son air le plus effrayant à une chaîne locale de Floride, le jour de son arrivée sur Haïti. Les images capturées montrent une tête de mort aussi souriante qu’effrayante. Une image impressionnante de l’ouragan Matthew a été captée par un satellite, alors que ce dernier déferlait sur les côtes d’Haïti, le 4 octobre dernier. Baptisée « le crâne de Matthew », cette image a largement surpris les météorologues qui l’ont commenté, puisque l’on voit très distinctement la silhouette d’une tête de mort en train de sourire. C’est un météorologue du nom de Matt Devitt, qui travaille pour la chaîne américaine locale WINK News, en Floride, qui s’est retrouvé en tête à tête avec cette forme effrayante alors qu’il présentait la météo. « Je peux confirmer que cette image satellite de Matthew est bien réelle et non photoshopée », a immédiatement déclaré le météorologue. Depuis, la photo de cette tête de mort a largement circulé et a été partagée de nombreuses fois sur les réseaux sociaux où les internautes y ont vu l’annonce d’un mauvais présage pour Haïti. Quelques heures plus tard en effet, l’ouragan Matthew faisait au moins 1 000 morts sur l’ile. Vous aimerez aussi : Des farfadets apparaissent au passage de l’ouragan Matthew SKULL OF MATTHEW: During my weathercast. This satellite image of Matthew's landfall is REAL. Freaky! Credit: @dewey_perez @CBSNews @CNN pic.twitter.com/EaFA3SSNRS Sinister-looking face of #HurricaneMatthew at landfall in #Haiti [Un-doctored #weather #satellite image] pic.twitter.com/hrviDVuJ3R Quand l'ouragan Matthew ressemblait à un tête de mort"
